input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439988225.583	372392	36	4	155	v	v	dawuva	61.54	157.23	dawuva	Random	623	0	1
1439988225.739	372392	36	5	156	a	a	dawuva	61.54	157.23	dawuva	Random	779	0	1
1439988230.107	372392	37	0	0	c	c	cxwxyz	21.07	526.34	cxwxyz	Random	0	0	1
1439988230.544	372392	37	1	436	x	x	cxwxyz	21.07	526.34	cxwxyz	Random	436	0	1
1439988230.825	372392	37	2	281	w	w	cxwxyz	21.07	526.34	cxwxyz	Random	717	0	1
1439988231.792	372392	37	3	967	x	x	cxwxyz	21.07	526.34	cxwxyz	Random	1684	0	1
1439988232.135	372392	37	4	342	y	y	cxwxyz	21.07	526.34	cxwxyz	Random	2027	0	1
1439988232.385	372392	37	5	250	z	z	cxwxyz	21.07	526.34	cxwxyz	Random	2277	0	1
1439988234.538	372392	38	0	0	q	q	qslpag	40.51	247.98	qslpag	Random	0	0	1
1439988234.881	372392	38	1	342	s	s	qslpag	40.51	247.98	qslpag	Random	342	0	1
1439988235.099	372392	38	2	217	l	l	qslpag	40.51	247.98	qslpag	Random	560	0	1
1439988235.318	372392	38	3	219	p	p	qslpag	40.51	247.98	qslpag	Random	779	0	1
1439988235.442	372392	38	4	123	a	a	qslpag	40.51	247.98	qslpag	Random	903	0	1
1439988235.723	372392	38	5	281	g	g	qslpag	40.51	247.98	qslpag	Random	1184	0	1
1439988238.157	372392	39	0	0	d	d	dfzoua	43.96	233.81	dfzoua	Random	0	0	1
1439988238.344	372392	39	1	187	f	f	dfzoua	43.96	233.81	dfzoua	Random	187	0	1
1439988238.718	372392	39	2	373	z	z	dfzoua	43.96	233.81	dfzoua	Random	560	0	1
1439988238.906	372392	39	3	187	o	o	dfzoua	43.96	233.81	dfzoua	Random	748	0	1
1439988239.124	372392	39	4	218	u	u	dfzoua	43.96	233.81	dfzoua	Random	967	0	1
1439988239.249	372392	39	5	125	a	a	dfzoua	43.96	233.81	dfzoua	Random	1092	0	1
1439988240.996	372392	40	0	0	v	v	varawz	38.46	287.21	varawz	Random	0	0	1
1439988241.214	372392	40	1	217	a	a	varawz	38.46	287.21	varawz	Random	217	0	1
1439988241.37	372392	40	2	155	r	r	varawz	38.46	287.21	varawz	Random	373	0	1
1439988241.558	372392	40	3	188	a	a	varawz	38.46	287.21	varawz	Random	562	0	1
1439988241.714	372392	40	4	155	w	w	varawz	38.46	287.21	varawz	Random	717	0	1
1439988242.244	372392	40	5	529	z	z	varawz	38.46	287.21	varawz	Random	1247	0	1
1439988244.522	372392	41	0	0	o	o	odcdpu	27.97	467.56	odcdpu	Random	0	0	1
1439988244.615	372392	41	1	92	d	d	odcdpu	27.97	467.56	odcdpu	Random	92	0	1
1439988244.865	372392	41	2	250	c	c	odcdpu	27.97	467.56	odcdpu	Random	342	0	1
1439988245.832	372392	41	3	967	d	d	odcdpu	27.97	467.56	odcdpu	Random	1309	0	1
1439988245.988	372392	41	4	155	p	p	odcdpu	27.97	467.56	odcdpu	Random	1465	0	1
1439988246.238	372392	41	5	250	u	u	odcdpu	27.97	467.56	odcdpu	Random	1715	0	1
1439988248.609	372392	42	0	0	p	p	prtowz	45.24	231.99	prtowz	Random	0	0	1
1439988248.765	372392	42	1	156	r	r	prtowz	45.24	231.99	prtowz	Random	156	0	1
1439988248.983	372392	42	2	217	t	t	prtowz	45.24	231.99	prtowz	Random	374	0	1
1439988249.202	372392	42	3	218	o	o	prtowz	45.24	231.99	prtowz	Random	592	0	1
1439988249.295	372392	42	4	93	w	w	prtowz	45.24	231.99	prtowz	Random	686	0	1
1439988249.67	372392	42	5	375	z	z	prtowz	45.24	231.99	prtowz	Random	1061	0	1
1439988254.194	372392	43	0	0	j	j	jkgaqe	22.97	434.76	jkgaqe	Random	0	0	1
1439988254.412	372392	43	1	217	k	k	jkgaqe	22.97	434.76	jkgaqe	Random	217	0	1
1439988254.911	372392	43	2	499	g	g	jkgaqe	22.97	434.76	jkgaqe	Random	717	0	1
1439988255.254	372392	43	3	342	a	a	jkgaqe	22.97	434.76	jkgaqe	Random	1059	0	1
1439988255.754	372392	43	4	500	q	q	jkgaqe	22.97	434.76	jkgaqe	Random	1559	0	1
1439988256.284	372392	43	5	529	e	e	jkgaqe	22.97	434.76	jkgaqe	Random	2089	0	1
1439988258.593	372392	44	0	0	q	q	qjrpgt	35.79	288.23	qjrpgt	Random	0	0	1
1439988258.842	372392	44	1	249	j	j	qjrpgt	35.79	288.23	qjrpgt	Random	249	0	1
1439988258.998	372392	44	2	155	r	r	qjrpgt	35.79	288.23	qjrpgt	Random	404	0	1
1439988259.248	372392	44	3	250	p	p	qjrpgt	35.79	288.23	qjrpgt	Random	654	0	1
1439988259.716	372392	44	4	468	g	g	qjrpgt	35.79	288.23	qjrpgt	Random	1123	0	1
1439988259.934	372392	44	5	217	t	t	qjrpgt	35.79	288.23	qjrpgt	Random	1341	0	1
